restaurant_name,inspection_type,inspection_date,inspection_score,zip_code,street_address,inspection_month,inspection_year
HIGHLAND SPRINGS - REUNION GRILL,Routine,04/25/2018,99,75252,8060 FRANKFORD RD,Apr 2018,FY2018
THE ORION BALLROOM,Routine,02/06/2019,90,75208,400 S ZANG BLVD STE #1500,Feb 2019,FY2019
IXTAPA BAY RESTAURANT,Routine,03/22/2018,89,75218,10221 GARLAND RD,Mar 2018,FY2018
FIESTA MART #71 (HOT DELI),Routine,10/08/2018,92,75211,3434 W ILLINOIS AVE,Oct 2018,FY2019
TOM THUMB #2642 SEAFOOD,Routine,04/30/2018,96,75206,5809 E LOVERS LN,Apr 2018,FY2018
KFC,Routine,03/29/2018,95,75254,5240 SPRING VALLEY RD,Mar 2018,FY2018
BURGER KING,Routine,12/05/2018,94,75211,2525 W DAVIS ST,Dec 2018,FY2019
POBLANO'S,Routine,02/15/2018,97,75201,1700 PACIFIC AVE #103,Feb 2018,FY2018
SONNY BRYAN'S SMOKEHOUSE,Routine,07/10/2017,93,75201,325 N ST PAUL ST,Jul 2017,FY2017
SNAP KITCHEN,Routine,01/12/2017,95,75206,4115 SKILLMAN ST,Jan 2017,FY2017
TAQUERIA LA BENDICION DE DIOS,Routine,09/20/2017,83,75237,3662 W CAMP WISDOM RD #2029,Sep 2017,FY2017
FIESTA MART #71 (PRODUCE),Routine,10/20/2017,87,75211,3434 W ILLINOIS AVE,Oct 2017,FY2018
SESAME EXPRESS CHINESE AND MEXICAN FOOD,Routine,09/19/2018,81,75208,910 S HAMPTON RD #E,Sep 2018,FY2018
HUMPERDINK'S GREENVILLE,Routine,11/28/2018,92,75206,6050 GREENVILLE AVE,Nov 2018,FY2019
SAM'S CLUB CAFE,Routine,01/31/2018,88,75238,12000 MCCREE RD,Jan 2018,FY2018
TJ'S FRESH SEAFOOD MARKET & GRILL,Routine,03/14/2018,89,75220,6025 ROYAL LN #110,Mar 2018,FY2018
H.E.B. - CENTRAL MARKET (MEAT/SEAFOOD),Routine,11/06/2018,94,75220,4349 W NORTHWEST HWY,Nov 2018,FY2019
TACOZ TOLUKA,Routine,04/18/2019,84,75220,10886 HARRY HINES BLVD,Apr 2019,FY2019
RACETRAC PETROLEUM #478,Routine,11/22/2017,92,75243,8124 FOREST LN,Nov 2017,FY2018
KROGER DELI,Routine,02/16/2017,88,75287,3939 FRANKFORD RD,Feb 2017,FY2017
HAT CREEK BURGER,Routine,07/19/2018,86,75231,8185 WALNUT HILL LN #1400,Jul 2018,FY2018
QUEENS DONUTS,Routine,03/09/2018,91,75217,7616 GREAT TRINITY FOREST WAY #B,Mar 2018,FY2018
EL POLLO REGIO,Routine,04/16/2019,63,75218,11322 GARLAND RD,Apr 2019,FY2019
TERRACE #5042 GRILL ZONE 326,Routine,02/13/2018,94,75201,2500 VICTORY AVE TERR #5042,Feb 2018,FY2018
MAGNOLIA THEATER,Routine,11/10/2016,94,75204,3699 MCKINNEY AVE #BLDG,Nov 2016,FY2017
SAVOR,Routine,03/22/2017,86,75201,2000 WOODALL RODGERS FRWY #100,Mar 2017,FY2017
TASTE THE WORLD,Routine,10/25/2018,92,75287,17721 N DALLAS PKWY #104,Oct 2018,FY2019
RICE BOWL EXPRESS,Routine,06/13/2017,74,75218,11419 GARLAND RD #263,Jun 2017,FY2017
OAK CLIFF SOCIAL CLUB,Routine,12/15/2016,89,75208,238 W DAVIS ST,Dec 2016,FY2017
WILLIAMS FRIED CHICKEN,Routine,11/27/2018,93,75215,3009 MLK BLVD,Nov 2018,FY2019
WOLFGANG PUCK LEVEL 17 CLOUD 9 KITCHEN,Routine,04/26/2018,100,75202,300 REUNION BLVD E,Apr 2018,FY2018
SAN JANG KOREAN RESTAURANT,Routine,07/11/2017,85,75229,11276 HARRY HINES BLVD #102,Jul 2017,FY2017
SAM'S #6376 JUICE,Routine,04/16/2018,100,76244,4062 LBJ FRWY,Apr 2018,FY2018
CIRCLE K,Routine,07/31/2017,86,75218,10433 GARLAND RD,Jul 2017,FY2017
BOUDE STOREY JR HIGH,Routine,11/29/2017,92,75216,3000 MARYLAND AVE,Nov 2017,FY2018
PASTELERIA LA ROCA,Routine,02/09/2017,87,75211,3812 W CLARENDON,Feb 2017,FY2017
POTPOURRI OF SILK,Routine,12/01/2016,95,75208,317 N ZANG BLVD,Dec 2016,FY2017
MARIANO'S MEXICAN CUISINE,Routine,12/05/2017,96,75231,6300 SKILLMAN ST,Dec 2017,FY2018
S & D OYSTER CO,Routine,12/15/2016,94,75204,2701 MCKINNEY AVE,Dec 2016,FY2017
BOSTON MARKET #971,Routine,01/25/2018,87,75214,6333 E MOCKINGBIRD LN #165,Jan 2018,FY2018
EINSTEIN BROS BAGEL #2856,Routine,01/09/2018,97,75214,6333 E MOCKINGBIRD LN #153,Jan 2018,FY2018
CVS PHARMACY,Routine,01/29/2019,94,75204,4202 ROSS AVE,Jan 2019,FY2019
ED CAMPBELL CONCESSION- COTTON BOWL STAND #47-3N72,Routine,08/30/2018,100,75210,3750 COTTON BOWL PLAZA,Aug 2018,FY2018
RONNIE'S CATFISH,Routine,07/22/2017,90,75241,1231 E RED BIRD LN,Jul 2017,FY2017
VALOR BAR AND BURGER,Routine,12/07/2016,96,75201,2500 VICTORY AVE #1124,Dec 2016,FY2017
KROGER MEAT & SEAFOOD,Routine,02/16/2017,92,75287,3939 FRANKFORD RD,Feb 2017,FY2017
SAVERS COST PLUS-FAST FOOD DELI,Routine,05/11/2017,88,75211,1610 S WESTMORELAND RD,May 2017,FY2017
ASIAN GROCERY,Routine,07/25/2018,80,75243,9191 FOREST LN #3,Jul 2018,FY2018
LA CUISINE CAFE,Routine,09/12/2018,90,75231,9201 N CENTRAL EXPW #180,Sep 2018,FY2018
REFRESQUERIA Y ANTOJITOS-LA SAN MARQUERIA,Routine,07/25/2018,85,75229,2534 ROYAL LN #105,Jul 2018,FY2018
A WOK EXPRESS,Routine,12/13/2017,80,75228,10349 FERGUSON RD,Dec 2017,FY2018
TORTAS REVOLUCION,Routine,11/24/2016,84,75231,7019 HOLLY HILL DR,Nov 2016,FY2017
7-ELEVEN #34102,Routine,07/03/2018,84,75208,2061 FORT WORTH AVE,Jul 2018,FY2018
DENNY'S #7882,Routine,01/10/2019,86,75243,13689 N CENTRAL EXPW,Jan 2019,FY2019
ATOMIC PIE,Routine,06/06/2018,83,75238,9660 AUDELIA RD STE #117,Jun 2018,FY2018
THE BAR BQ CRIB,Routine,02/26/2019,93,75227,4315 S BUCKNER BLVD,Feb 2019,FY2019
LA MICHOACANA MEAT MARKET #7,Routine,05/25/2017,95,75211,833 N WESTMORELAND RD,May 2017,FY2017
ON ROTATION,Routine,12/06/2017,95,75214,7328 GASTON AVE #110,Dec 2017,FY2018
RUBICON CATERING,Routine,03/05/2019,80,75204,2711 N HASKELL  (INSIDE) AVE #310,Mar 2019,FY2019
CICI'S PIZZA,Routine,11/27/2018,79,75240,7879 SPRING VALLEY RD 139,Nov 2018,FY2019
PAPA JOHNS PIZZA,Routine,07/31/2018,85,75211,3206 W DAVIS ST 100,Jul 2018,FY2018
SUBWAY SANDWICHES,Routine,04/11/2019,83,75206,2123 GREENVILLE AVE,Apr 2019,FY2019
SONIC DRVE IN,Routine,02/13/2017,84,75228,2945 N BUCKNER BLVD,Feb 2017,FY2017
CICI'S PIZZA RESTAURANT,Routine,04/26/2017,94,75208,4398 DALLAS FT WORTH TPKE 102,Apr 2017,FY2017
HEIGHT PREPARATORY SCHOOL KITCHEN,Routine,05/01/2019,94,75212,2202 CALYPSO ST,May 2019,FY2019
EATZIS GRILL AREA,Routine,01/30/2018,92,75209,5600 W LOVERS LN 136,Jan 2018,FY2018
HOUNDSTOOTH COFFEE,Routine,11/29/2018,91,75206,1802 MCMILLAN #B,Nov 2018,FY2019
JACK IN THE BOX,Routine,03/26/2018,85,75224,2323 W LEDBETTER DR,Mar 2018,FY2018
HOOTER'S,Routine,10/31/2017,94,75202,2201 N LAMAR ST,Oct 2017,FY2018
WINGSTOP RESTAURANT,Routine,12/27/2016,92,75211,4351 DALLAS FT WORTH TPKE STE #110,Dec 2016,FY2017
TAQUERIA,Routine,02/14/2017,92,75211,4950 W ILLINOIS AVE #123,Feb 2017,FY2017
MAGNOLIA CONVENIENCE,Routine,10/29/2018,90,75201,2727 N HARWOOD ST #P201,Oct 2018,FY2019
THAI ORIENTAL FOOD STORE,Routine,03/28/2018,80,75206,5615 SEARS ST,Mar 2018,FY2018
PAYLESS FUEL CENTER TAQUERIA,Routine,12/14/2016,84,75217,8015 C F HAWN FRWY #101,Dec 2016,FY2017
CHESTERFIELDS,Routine,03/02/2017,93,75235,2555 INWOOD RD #143,Mar 2017,FY2017
GREEN PAPAYA,Routine,01/31/2018,80,75219,3211 OAK LAWN AVE #B,Jan 2018,FY2018
TOM THUMB #1540 DELI,Routine,12/17/2018,95,75234,3757 FOREST LN,Dec 2018,FY2019
FAMILY DOLLAR STORE #23797,Routine,08/30/2017,84,75224,3289 S POLK ST,Aug 2017,FY2017
YEMBOL AFRICAN RESTAURANT,Routine,03/18/2019,71,75243,9241 SKILLMAN ST #102,Mar 2019,FY2019
VALERO CORNER STORE,Routine,08/17/2018,95,75240,5518 ALPHA RD,Aug 2018,FY2018
BENNY BAGELS LAKEWOOD,Routine,01/24/2018,93,75206,1901 SKILLMAN,Jan 2018,FY2018
STOP & SALE FOOD MART,Routine,01/03/2018,93,75233,3033 S WESTMORELAND RD,Jan 2018,FY2018
KFC,Routine,06/27/2017,94,75219,4303 LEMMON AVE,Jun 2017,FY2017
SOUTHSIDE STEAKS & CAKES,Routine,08/15/2018,93,75210,3125 AL LIPSCOMB WAY,Aug 2018,FY2018
FIESTA MART #74 TAQUERIA,Routine,01/31/2018,92,75218,11445 GARLAND RD,Jan 2018,FY2018
EUREST DINING SERVICE,Routine,12/07/2018,92,75243,13510 N CENTRAL EXPW,Dec 2018,FY2019
CENTERPLATE PREP KITCHEN,Routine,02/14/2017,95,75202,650 S GRIFFIN ST,Feb 2017,FY2017
BRAUM'S ICE CREAM #185,Routine,02/22/2018,91,75211,4303 W ILLINOIS AVE,Feb 2018,FY2018
TIENDA ANA SALVADORENA,Routine,06/07/2018,98,75211,3106 DAWES DR,Jun 2018,FY2018
EUROPEAN IN TEXAS MARKET AND DELI,Routine,05/18/2017,94,75243,11613 N CENTRAL EXPW #111A,May 2017,FY2017
HERBERT MARCUS ELEMENTARY,Routine,03/20/2017,95,75229,2911 NORTHAVEN RD,Mar 2017,FY2017
TAQUERIA ACAMBARO,Routine,07/27/2017,94,75228,9334 E RL THORNTON FRWY #214C,Jul 2017,FY2017
WILLIAMS CHICKEN,Routine,09/18/2017,96,75202,407 N LAMAR ST 170B,Sep 2017,FY2017
FURRS FAMILY DINING,Routine,01/30/2019,74,75228,6465 SAMUELL BLVD,Jan 2019,FY2019
I-30 BINGO,Routine,02/17/2017,86,75228,8105 E RL THORNTON FRWY,Feb 2017,FY2017
HANS TEXACO,Routine,10/11/2017,81,75230,12920 PRESTON RD,Oct 2017,FY2018
CHURCH'S CHICKEN #1687,Routine,04/18/2018,90,75228,8080 FERGUSON RD,Apr 2018,FY2018
POLLO REGIO,Routine,02/14/2018,85,75204,4416 LIVE OAK ST,Feb 2018,FY2018
MIS CAZUELAS RESTAURANT,Routine,04/24/2017,86,75214,4933 COLUMBIA AVE,Apr 2017,FY2017
ON POINTE TRANSITIONAL CARE AT TEXAS HEALTH PRESBYTERIAN,Routine,08/21/2018,81,75231,8200 WALNUT HILL LN FL#5,Aug 2018,FY2018
THE WHIPPER SNAPPER (BAR),Routine,10/20/2017,92,75206,1806 MCMILLAN AVE,Oct 2017,FY2018
"CORK @ WEST VILLAGE, LTD",Routine,09/28/2018,92,75204,3636 MCKINNEY AVE #170,Sep 2018,FY2018
LOUISIANA FAMOUS FRIED CHICKEN,Routine,03/09/2017,92,75228,9208 E RL THORNTON FRWY #120,Mar 2017,FY2017
EINSTEIN BROS BAGELS#2009,Routine,05/24/2018,84,75248,15645 COIT RD #100,May 2018,FY2018
LEE'S DONUT,Routine,10/31/2017,92,75287,18613 MARSH LN #200,Oct 2017,FY2018
CORNER STORE #1192,Routine,07/17/2017,93,75211,3511 W DAVIS ST,Jul 2017,FY2017
THE STANDARD POUR,Routine,06/29/2017,91,75204,2900 MCKINNEY AVE,Jun 2017,FY2017
SUBWAY SANDWICHES,Routine,06/21/2017,93,75201,400 N ST PAUL ST #100,Jun 2017,FY2017
SONIC DRIVE IN,Routine,09/11/2017,93,75238,10709 AUDELIA RD,Sep 2017,FY2017
FIESTA MART #212 (MEAT),Routine,01/24/2017,90,75210,3230 MARTIN LUTHER KING JR BLVD,Jan 2017,FY2017
KIST HEART KITCHEN,Routine,09/05/2017,92,75201,1700 PACIFIC AVE #112,Sep 2017,FY2017
LOUISIANA FAMOUS FRIED CHICKEN,Routine,04/11/2018,87,75228,9208 E RL THORNTON FRWY #120,Apr 2018,FY2018
GOLDEN CHICK,Routine,08/09/2017,76,75217,2253 S BUCKNER BLVD,Aug 2017,FY2017
PRESTONWOOD COFFEE SHOP,Routine,04/25/2018,97,75254,5151 BELTLINE RD #347,Apr 2018,FY2018
HOTSTONE,Routine,01/04/2019,87,75229,2330 ROYAL LN #300,Jan 2019,FY2019
WAL-MART #2996 SEAFOOD/MEAT,Routine,11/20/2018,100,75287,18121 MARSH LN,Nov 2018,FY2019
ROYAL DONUTS,Routine,10/01/2018,86,75224,3936 S POLK ST #107,Oct 2018,FY2019
TACOS Y MAS,Routine,10/04/2017,83,75219,4123 CEDAR SPRINGS RD 105,Oct 2017,FY2018
THE EMPORIUM-PURVEYORS OF FINE PIES,Routine,06/04/2018,96,75208,314 N BISHOP AVE,Jun 2018,FY2018
MARRIOTT COURTYARD,Routine,11/01/2018,89,75231,10325 N CENTRAL EXPW,Nov 2018,FY2019
PAYLESS FUEL CENTER SUBWAY,Routine,12/21/2017,91,75217,8015 C F HAWN FRWY #101,Dec 2017,FY2018
J C DONUTS,Routine,06/25/2018,90,75252,19009 PRESTON RD #214,Jun 2018,FY2018
EUREST DINING SERVICE,Routine,10/25/2017,86,75243,13510 N CENTRAL EXPW,Oct 2017,FY2018
TAQUERIO CARACOLES,Routine,11/19/2018,89,75238,11411 E NORTHWEST HWY STE #230,Nov 2018,FY2019
LUCKY RICE,Routine,03/31/2019,68,75211,1515 N COCKRELL HILL RD #110,Mar 2019,FY2019
ARRM CONOCO MART #6,Routine,12/21/2017,92,75211,3308 FORT WORTH AVE,Dec 2017,FY2018
JACK IN THE BOX,Routine,03/07/2017,99,75204,3811 LIVE OAK ST,Mar 2017,FY2017
EMBASSY SUITES DALLAS PARK CENTRAL - KITCHEN,Routine,05/07/2018,92,75243,13131 N CENTRAL EXPW,May 2018,FY2018
TOM THUMB #3560 DELI,Routine,12/18/2018,80,75243,8698 SKILLMAN ST,Dec 2018,FY2019
SUBWAY SANDWICHES,Routine,12/06/2018,95,75238,10233 E NORTHWEST HWY #502A,Dec 2018,FY2019
A W BROWN FELLOWSHIP CHURCH,Routine,10/16/2018,92,75237,6901 S WESTMORELAND RD,Oct 2018,FY2019
FIESTA MART #58 GROCERY,Routine,10/18/2018,90,75240,8060 SPRING VALLEY RD,Oct 2018,FY2019
THE GREAT STOP & SHOP (FAST FOOD),Routine,11/18/2016,91,75211,2403 WESTERN PARK DR,Nov 2016,FY2017
TRUNK CLUB,Routine,07/26/2018,100,75226,333 FIRST AVE,Jul 2018,FY2018
FLY BAR @ LOVE FIELD,Routine,03/26/2019,85,75235,8008 HERB KELLEHER WAY L2001,Mar 2019,FY2019
THE PAPER PLATE,Routine,07/11/2017,88,75236,4848 S COCKRELL HILL RD,Jul 2017,FY2017
VECTA FOOD STORE,Routine,02/16/2017,82,75227,6935 SCYENE RD A,Feb 2017,FY2017
NEVERIA EL REGIO,Routine,08/18/2017,99,75228,9334 E RL THORNTON FRWY #B,Aug 2017,FY2017
SAM FOOD & BEER,Routine,07/05/2018,75,75234,2802 ROYAL LN STE #102,Jul 2018,FY2018
WINGSTOP,Routine,04/09/2018,96,75252,18101 PRESTON RD #204D,Apr 2018,FY2018
PACIUGO LAKEWOOD,Routine,04/20/2017,87,75214,2113 ABRAMS RD,Apr 2017,FY2017
C-STORE,Routine,12/01/2016,78,75244,11812 INWOOD RD,Dec 2016,FY2017
POLLO REGIO,Routine,02/18/2019,66,75204,4416 LIVE OAK ST,Feb 2019,FY2019
CASA LINDA BAKERY,Routine,05/25/2017,88,75218,10819 GARLAND RD,May 2017,FY2017
MCM ELEGANT HOTEL AND SUITES,Routine,02/08/2018,85,75220,2320 W NORTHWEST HWY,Feb 2018,FY2018
3 AMIGOS BEER WINE & FOOD STORE,Routine,11/02/2018,80,75229,10818 DENNIS RD #103A,Nov 2018,FY2019
SUPER MERCADO MEXICO #3,Routine,10/30/2018,88,75217,7828 LAKE JUNE RD,Oct 2018,FY2019
STARBUCKS,Routine,12/10/2018,95,75251,3620 W CAMP WISDOM RD,Dec 2018,FY2019
RAZOO'S CAJUN CAFE,Routine,09/18/2017,93,75243,13949 N CENTRAL EXPW,Sep 2017,FY2017
SPEED MAX #5,Routine,01/19/2017,85,75232,5931 S RL THORNTON FRWY,Jan 2017,FY2017
PANDA EXPRESS #629,Routine,10/02/2017,98,75287,17602 MIDWAY RD,Oct 2017,FY2018
URBANO CAFE,Routine,05/30/2018,85,75204,1410 N FITZHUGH AVE #C,May 2018,FY2018
RONNIES CATFISH #2,Routine,07/25/2017,83,75227,2120 N ST AUGUSTINE RD #108,Jul 2017,FY2017
WILMER HUTCHINS ELEMENTARY,Routine,04/04/2018,96,75241,7475 J J LEMMON RD,Apr 2018,FY2018
TEJANO'S DINER,Routine,03/06/2018,86,75217,8318 LAKE JUNE RD,Mar 2018,FY2018
HILTON ANATOLE GIFT SHOP,Routine,06/05/2018,100,75207,2201 N STEMMONS FRWY,Jun 2018,FY2018
WALGREENS,Routine,02/17/2017,95,75216,3211 S LANCASTER RD,Feb 2017,FY2017
CHURCH'S CHICKEN #1051,Routine,03/31/2017,94,75220,10545 HARRY HINES BLVD,Mar 2017,FY2017
KFC,Routine,12/22/2016,94,75219,4303 LEMMON AVE,Dec 2016,FY2017
TERRACE #5054 EISENBERG #301,Routine,02/14/2019,98,75201,2500 VICTORY AVE TERR #5054,Feb 2019,FY2019
KROGER #588 STARBUCKS,Routine,11/20/2016,95,75234,9140 FOREST LN,Nov 2016,FY2017
THE DRAFT HOUSE,Routine,01/09/2018,94,75281,3940 ROSEMEADE PKWY #170,Jan 2018,FY2018
NEIMANS EXPRESSO BAR,Routine,04/09/2018,98,75201,1626 MAIN ST,Apr 2018,FY2018
LOOK CINEMAS - UPSTAIRS BAR,Routine,11/16/2017,100,75254,5499 BELTLINE RD #300,Nov 2017,FY2018
I LOVE AMERICAN DELI,Routine,07/13/2017,95,75237,3207 KIRNWOOD DR #116,Jul 2017,FY2017
THE PHARMACY,Routine,03/10/2018,85,75226,2812 ELM ST,Mar 2018,FY2018
NAZCA KITCHEN,Routine,01/04/2018,84,75231,8041 WALNUT HILL LN 854,Jan 2018,FY2018
EL TACASO,Routine,11/03/2016,96,75220,2739 W NORTHWEST HWY,Nov 2016,FY2017
TOWER CLUB OF DALLAS,Routine,05/22/2018,93,75201,1601 ELM ST #4800,May 2018,FY2018
CHUBBY'S FAMILY RESTAURANT,Routine,05/31/2018,87,75238,11331 E NORTHWEST HWY,May 2018,FY2018
MCDONALDS,Routine,03/08/2018,96,75201,700 N PEARL EXPW FL5,Mar 2018,FY2018
WHITE ROCK COFFEE,Routine,01/16/2017,89,75238,10211 PLANO RD #104,Jan 2017,FY2017
DUNSTON'S STEAKHOUSE,Routine,09/07/2017,81,75235,8526 HARRY HINES BLVD,Sep 2017,FY2017
RUDOLPH'S MARKET,Routine,01/09/2018,90,75226,2924 ELM ST,Jan 2018,FY2018
SEAFOOD/MEAT,Routine,06/07/2017,86,75229,10020 MARSH LN,Jun 2017,FY2017
MAGNOLIA THEATER,Routine,01/31/2019,95,75204,3699 MCKINNEY AVE #BLDG,Jan 2019,FY2019
RICE BOWL EXPRESS,Routine,01/24/2017,81,75235,5542 MAPLE AVE STE #C,Jan 2017,FY2017
POTBELLY SANDWICH SHOP,Routine,03/14/2019,88,75246,3417 GASTON AVE #100,Mar 2019,FY2019
BACK HOME BARBECUE,Routine,06/11/2018,74,75206,5014 ROSS AVE,Jun 2018,FY2018
WALMART #0949 GROCERY,Routine,10/18/2017,83,75237,3155 W WHEATLAND RD,Oct 2017,FY2018
QUIKTRIP #1900,Routine,10/20/2017,91,75240,6055 ALPHA RD,Oct 2017,FY2018
TACO CABANA #703,Routine,06/19/2018,88,75228,12475 E NORTHWEST HWY,Jun 2018,FY2018
DELI,Routine,02/15/2017,87,75249,7075 W WHEATLAND RD,Feb 2017,FY2017
AZ FOOD MART,Routine,12/05/2018,87,75287,19059 MARSH LANE,Dec 2018,FY2019
NAT'S BURGER & MEXICAN,Routine,06/15/2018,83,75247,5012 SHARP ST,Jun 2018,FY2018
TAM'S EGGROLL,Routine,05/13/2017,86,75230,7722 FOREST LN,May 2017,FY2017
OMAHA STEAKS,Routine,08/10/2017,98,75230,10854 PRESTON RD,Aug 2017,FY2017
T C SHAVED ICE,Routine,03/27/2018,83,75218,10999 GARLAND RD,Mar 2018,FY2018
THE DUBLINER,Routine,12/05/2017,95,75206,2818 GREENVILLE AVE,Dec 2017,FY2018
WEST TOWN BAKERY,Routine,01/12/2017,92,75212,5227 SINGLETON BLVD,Jan 2017,FY2017
TERRACE #5009 GRILL ZONE 310,Routine,02/13/2018,94,75201,2500 VICTORY AVE TERR #5009,Feb 2018,FY2018
CVS PHARMACY,Routine,02/22/2018,95,75214,6420 GASTON AVE,Feb 2018,FY2018
THE GINGER MAN,Routine,01/24/2018,92,75204,2718 BOLL ST,Jan 2018,FY2018
TACO BELL/ PIZZA HUT #371,Routine,07/05/2017,96,75247,8249 N STEMMONS FRWY,Jul 2017,FY2017
EL CENTRO SUPERMARKET,Routine,11/06/2017,80,75231,8231 PARK LN,Nov 2017,FY2018
1600 PACIFIC SUB TENANT LLC,Routine,09/18/2017,98,75201,1600 PACIFIC AVE 5THFL,Sep 2017,FY2017
FRESITAS FRUIT COCTAIL,Routine,08/13/2018,94,75211,712 S WALTON WALKER BLVD #11-O,Aug 2018,FY2018
SMOOTHIE FACTORY,Follow-up,11/04/2016,91,75206,6105 GREENVILLE AVE,Nov 2016,FY2017
PEI WEI ASIAN DINER,Routine,10/26/2016,96,75201,2222 MCKINNEY AVE #100,Oct 2016,FY2017
FRANKI'S,Routine,05/14/2018,97,75229,11722 MARSH LN #202,May 2018,FY2018
FUJI FOOD,Routine,09/18/2018,98,75231,6185 RETAIL RD #110,Sep 2018,FY2018
BAHAMA BUCKS,Routine,12/05/2018,93,75231,6780 ABRAMS RD #107,Dec 2018,FY2019
SUBWAY,Routine,07/25/2018,94,75235,2555 INWOOD RD #139,Jul 2018,FY2018
CAFE BRAZIL,Routine,09/18/2017,74,75208,611 N BISHOP AVE 101,Sep 2017,FY2017
LA REAL MICHOACANA ICE CREAM PARLOR,Routine,01/25/2017,80,75217,1401 S BUCKNER BLVD 111,Jan 2017,FY2017
LA CALLE DOCE BAR & COURTYARD,Routine,08/17/2018,86,75208,415 W TWELTH ST,Aug 2018,FY2018
KROGER (BAKERY/CHEESE),Routine,10/12/2017,89,75204,4241 CAPITOL AVE,Oct 2017,FY2018
FOOD CONCEPCION LLC,Routine,08/15/2018,86,75212,839 SINGLETON BLVD #150,Aug 2018,FY2018
DONGBOSUNG,Routine,09/11/2018,82,75229,11445 EMERALD ST #115,Sep 2018,FY2018
MCDONALD'S,Routine,02/09/2018,91,75203,632 S RL THORNTON FRWY,Feb 2018,FY2018
COWBOY CHICKEN,Routine,10/17/2016,75,75252,17437 PRESTON RD #1043,Oct 2016,FY2017
OAK CLIFF DONUTS,Routine,01/05/2018,86,75224,2402 S HAMPTON RD,Jan 2018,FY2018
ALFREDO'S PIZZA & PASTA,Routine,02/22/2018,87,75252,4043 TRINITY MILLS RD #108,Feb 2018,FY2018
CHIPS RESTAURANT,Routine,02/10/2017,80,75214,6115 LA VISTA,Feb 2017,FY2017
JIM BILHARTZ JR ELEM SCH,Routine,11/19/2017,93,75249,6700 WANDT DR,Nov 2017,FY2018
LOPEZ TORTILLAS FOODS,Routine,04/25/2017,95,75220,9727 BROCKBANK DR,Apr 2017,FY2017
LORI'S HOSPITAL GIFT SHOP,Routine,03/25/2019,92,75230,7777 FOREST LN #A-90,Mar 2019,FY2019
PAPA JOHN'S PIZZA #1775,Routine,10/03/2017,93,75225,635 PRESTON ROYAL S/C #635A,Oct 2017,FY2018
CHURCH'S CHICKEN #80,Routine,06/17/2017,80,75216,3605 S LANCASTER RD,Jun 2017,FY2017
WESTERN CHICKEN,Routine,07/09/2018,81,75231,6868 SHADY BROOK LN,Jul 2018,FY2018
SOUTH COAST CAFE,Routine,08/30/2017,92,75201,1627 PACIFIC AVE #A1,Aug 2017,FY2017
FIESTA MART TAQUERIA,Routine,08/18/2017,87,75208,611 W JEFFERSON BLVD,Aug 2017,FY2017
HOTEL ST GERMAIN,Routine,03/19/2019,91,75201,2516 MAPLE AVE,Mar 2019,FY2019
SMOOTHIE KING,Routine,11/30/2016,97,75230,6061 FOREST LN,Nov 2016,FY2017
SOCIAL PIZZA MAPLE AVE LLC,Routine,11/16/2016,95,75235,5855 MAPLE AVE #160,Nov 2016,FY2017
JUGOLANDIA,Routine,05/11/2017,81,75243,10544 HARRY HINES BLVD #110,May 2017,FY2017
EUREST DINING,Routine,01/18/2019,95,75209,6000 LEMMON AVE,Jan 2019,FY2019
TACO BELL/PIZZA HUT #370,Routine,05/08/2017,95,75220,2245 W NORTHWEST HWY,May 2017,FY2017
T C GROCERY,Routine,03/02/2018,90,75215,5050 CROZIER ST,Mar 2018,FY2018
EL GRANERO NIGHT CLUB,Routine,10/21/2016,100,75215,1906 S HARWOOD ST,Oct 2016,FY2017
SONIC GROCERY STORE,Routine,10/06/2017,80,75223,4820 EAST GRAND AVE,Oct 2017,FY2018
IHOP,Routine,12/09/2016,92,75220,2310 STEMMONS TRL,Dec 2016,FY2017
STONEDECK PIZZA PUB,Routine,02/28/2018,85,75226,2613 ELM ST,Feb 2018,FY2018
EINSTEIN BROS BAGELS #3615,Routine,12/05/2017,95,75244,12050 INWOOD RD #130,Dec 2017,FY2018
SAM'S CLUB #6372 MEAT/FISH,Routine,03/04/2019,92,75231,6185 RETAIL RD #100,Mar 2019,FY2019
SAUCY'S THAI & PHO,Routine,04/04/2018,81,75230,5944 ROYAL LN,Apr 2018,FY2018
WHATABURGER,Routine,07/21/2017,87,75231,11721 E NORTHWEST HWY,Jul 2017,FY2017
TEN BELLS TAVERN,Routine,09/26/2018,88,75208,232 W SEVENTH ST,Sep 2018,FY2018
4 SEASONS FOOD MART,Routine,10/08/2018,81,75287,19090 MARSH LN,Oct 2018,FY2019
LA QUNITA BREAKFAST BAR,Routine,01/05/2018,81,75247,8300 JOHN W CARPENTER FRWY,Jan 2018,FY2018
TRES SALSAS TAQUERIA,Routine,10/17/2017,92,75227,9575 SCYENE RD 101,Oct 2017,FY2018
NEW DAIRY WAY,Routine,05/29/2018,93,75228,1551 CENTERVILLE RD,May 2018,FY2018
MR K CONVENIENCE STORE / DELI,Routine,03/23/2017,76,75215,4302 S MALCOLM X BLVD,Mar 2017,FY2017
WILLIE B JOHNSON RECREATION CENTER,Routine,10/10/2017,93,75243,12225 WILLOWDELL DR,Oct 2017,FY2018
PINKBERRY,Routine,03/19/2019,93,75230,5959 ROYAL LN #622,Mar 2019,FY2019
